	0.0000-0.0012	0.0012-0.0020	0.0084-0.0251	0.0251-0.0259	0.0260-0.0306	0.0398-0.0400	0.0400-0.0405	0.0405-0.0408	0.0408-0.0517	0.0517-0.0519	0.0519-0.0521	0.0521-0.0730	0.0737-0.0738	0.0738-0.0749	0.0749-0.0835	0.0991-0.1051	0.1051-0.1064	0.1064-0.1065	0.1066-0.1076	0.1078-0.1624	0.1624-0.1624	0.1625-0.2068	0.2068-0.2069	0.2071-0.2071	0.2071-0.2138	0.2139-0.2140	0.2140-0.2146	0.2146-0.2147	0.2147-0.2225	0.2225-0.2229	0.2229-0.2232	0.2232-0.2233	0.2237-0.2409	0.4494-0.4495	0.4495-0.4498	0.4498-0.4545	0.4545-0.5826	0.5827-0.5954	0.5954-0.7580	0.7601-0.9046	0.9046-0.9046	0.9046-1.0088	1.0088-1.0089	1.0089-1.0089	1.0877-1.0879	1.0879-1.0879	1.0879-1.0881	1.0881-1.2949	1.2949-1.3095	1.3095-9.0913	9.0913-9.5517	9.5517-20.0000	Source	Target
PAN##Bacteroides_caecimuris_I48##Metabolite##None	126.68907411725456	126.68907411731047	126.68907411731047	126.68907411731047	126.68907411731047	126.68907411731047	126.68907411731047	126.68907411731047	126.68907411731155	126.68907411731155	126.68907411731155	126.68907411731155	126.6890741164663	126.6890741164663	126.68907411550576	126.68907411637403	126.68907411673533	126.68907411673533	126.68907411673533	126.68907411673533	126.68907411673533	126.68907411673533	126.68907411708165	126.68907411764297	126.68907411628561	126.68907411412057	126.68907411412057	126.68907411412057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Bacteroides_caecimuris_I48
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe##PAN	-127.45775495894372	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.4577549590209	-127.4577549590209	-127.4577549590209	-127.4577549590209	-127.45775495834592	-127.45775495834592	-127.45775495750607	-127.45775495829888	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495900257	-127.45775495922025	-127.45775495826369	-127.45775495606746	-127.45775495606746	-127.45775495606746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Phosphate-e0
Bacteroides_caecimuris_I48##Mn2+-e0##Microbe##PAN	-0.9241112603165711	-0.924111260317006	-0.924111260317006	-0.924111260317006	-0.924111260317006	-0.924111260317006	-0.924111260317006	-0.924111260317006	-0.9241112603170127	-0.9241112603170127	-0.9241112603170127	-0.9241112603170127	-0.924111260310814	-0.924111260310814	-0.9241112603040653	-0.9241112603099176	-0.924111260312849	-0.924111260312849	-0.924111260312849	-0.924111260312849	-0.924111260312849	-0.924111260312849	-0.9241112603154658	-0.9241112603187855	-0.9241112603098751	-0.9241112602937837	-0.9241112602937837	-0.9241112602937837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Mn2+-e0
Bacteroides_caecimuris_I48##Zn2+-e0##Microbe##PAN	-0.9241112603158229	-0.9241112603163287	-0.9241112603163287	-0.9241112603163287	-0.9241112603163287	-0.9241112603163287	-0.9241112603163287	-0.9241112603163287	-0.9241112603161584	-0.9241112603161584	-0.9241112603161584	-0.9241112603161584	-0.9241112603100983	-0.9241112603100983	-0.9241112603028243	-0.9241112603088348	-0.9241112603115598	-0.9241112603115598	-0.9241112603115598	-0.9241112603115598	-0.9241112603115598	-0.9241112603115598	-0.9241112603143973	-0.9241112603180041	-0.9241112603085105	-0.9241112602910211	-0.9241112602910211	-0.9241112602910211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Zn2+-e0
Bacteroides_caecimuris_I48##Sulfate-e0##Microbe##PAN	-0.9241112602951379	-0.9241112602463113	-0.9241112602463113	-0.9241112602463113	-0.9241112602463113	-0.9241112602463113	-0.9241112602463113	-0.9241112602463113	-0.9241112602462429	-0.9241112602462429	-0.9241112602462429	-0.9241112602462429	-0.92411125968966	-0.92411125968966	-0.9241112594772687	-0.9241112594801353	-0.9241112595584968	-0.9241112595584968	-0.9241112595584968	-0.9241112595584968	-0.9241112595584968	-0.9241112595584968	-0.9241112597058878	-0.9241112601479383	-0.9241112594651549	-0.9241112597356508	-0.9241112597356508	-0.9241112597356508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Sulfate-e0
Bacteroides_caecimuris_I48##Co2+-e0##Microbe##PAN	-0.9241112603162094	-0.9241112603167969	-0.9241112603167969	-0.9241112603167969	-0.9241112603167969	-0.9241112603167969	-0.9241112603167969	-0.9241112603167969	-0.9241112603167484	-0.9241112603167484	-0.9241112603167484	-0.9241112603167484	-0.9241112603084763	-0.9241112603084763	-0.9241112603016712	-0.9241112603085226	-0.9241112603115722	-0.9241112603115722	-0.9241112603115722	-0.9241112603115722	-0.9241112603115722	-0.9241112603115722	-0.9241112603154727	-0.9241112603185567	-0.9241112603079236	-0.9241112602928508	-0.9241112602928508	-0.9241112602928508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Co2+-e0
Bacteroides_caecimuris_I48##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999997	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.000000000000001	-1.000000000000001	-1.0000000000000004	-0.9999999999999991	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-1.0000000000000013	-0.9999999999999989	-1.0000000000000009	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999988	Bacteroides_caecimuris_I48	Spermidine-e0
Bacteroides_caecimuris_I48##fe3-e0##Microbe##PAN	-0.9241112603155461	-0.9241112602971585	-0.9241112602971585	-0.9241112602971585	-0.9241112602971585	-0.9241112602971585	-0.9241112602971585	-0.9241112602971585	-0.9241112602968881	-0.9241112602968881	-0.9241112602968881	-0.9241112602968881	-0.9241112600753361	-0.9241112600753361	-0.9241112599991257	-0.924111259989451	-0.9241112600171684	-0.9241112600171684	-0.9241112600171684	-0.9241112600171684	-0.9241112600171684	-0.9241112600171684	-0.9241112600938334	-0.9241112602679739	-0.92411125997967	-0.9241112600929906	-0.9241112600929906	-0.9241112600929906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	fe3-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##Spermidine-e0	4.000000000005626	4.000000000002089	4.000000000002089	4.000000000002089	4.000000000002089	4.000000000002089	4.000000000002089	4.000000000002089	4.000000000002123	4.000000000002123	4.000000000002123	4.000000000002123	4.833333333336745	4.833333333336745	5.666666666659118	5.999999999984343	5.9999999999859295	5.9999999999859295	5.9999999999859295	5.9999999999859295	5.9999999999859295	5.9999999999859295	5.2222222222306	5.000000000014213	5.888888888884098	5.666666666665325	5.666666666665325	5.666666666665325	5.504240633239262	5.504240633239262	5.504240633239262	5.504240633239262	5.504240633239262	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666666679255	5.666666661650483	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##Fumarate-e0	1.0000000000095939	1.000000000007125	1.000000000007125	1.000000000007125	1.000000000007125	1.000000000007125	1.000000000007125	1.000000000007125	1.0000000000076152	1.0000000000076152	1.0000000000076152	1.0000000000076152	0.5000000000004037	0.5000000000004037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H+-e0
