	0.0000-0.0000	0.0000-4.5924	4.5924-4.6054	4.6054-4.6244	4.6244-5.3193	5.4949-6.3754	6.3754-20.0000	Source	Target
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.67381898626404	-32.67381898575399	-32.67381898575399	-32.67381898575399	-32.67381898575399	-32.67381898575399	-32.67381898575399	Blautia_coccoides_YL58	Inosine-e0
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.86418562603646	-129.86418562428798	-129.86418562428798	-129.86418562428798	-129.86418562428798	-129.86418562428798	-129.86418562428798	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.8196407464573	2030.9725184170024	2030.9725184170024	2030.9725184170024	2030.9725184170024	2030.9725184170024	2030.9725184170024	Blautia_coccoides_YL58	Succinate-e0
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.0877811911852	-18.087781190942387	-18.087781190942387	-18.087781190942387	-18.087781190942387	-18.087781190942387	-18.087781190942387	Blautia_coccoides_YL58	L-Proline-e0
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	96.79614651722424	96.79614651722424	96.79614651835661	96.7961465171722	96.79614651702161	96.79614651697348	96.79614651699673	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	-0.7060625359782816	-0.7060625359782816	-0.7060625359860994	-0.7060625359755992	-0.706062535974068	-0.7060625359740819	-0.706062535974316	Bifidobacterium_animalis_YL2	Zn2+-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	6.225631121736797e-11	4.687894517019231e-11	4.687894517019231e-11	4.687894517019231e-11	4.687894517019231e-11	4.687894517019231e-11	4.687894517019231e-11	Blautia_coccoides_YL58	Urea-e0
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	-16.66100964684071	-16.661009646615035	-16.661009646615035	-16.661009646615035	-16.661009646615035	-16.661009646615035	-16.661009646615035	Blautia_coccoides_YL58	L-Asparagine-e0
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	-0.9999999999999996	-0.9999999999999996	-1.0000000000000022	-1.0	-1.0000000000000002	-1.0000000000000007	-1.0000000000000009	Bifidobacterium_animalis_YL2	Sucrose-e0
Blautia_coccoides_YL58##L-Tyrosine-e0##Microbe	-11.97274479089138	-11.972744790716337	-11.972744790716337	-11.972744790716337	-11.972744790716337	-11.972744790716337	-11.972744790716337	Blautia_coccoides_YL58	L-Tyrosine-e0
