	0.0000-0.0009	0.0009-0.0010	0.0010-0.0012	0.0012-0.0029	0.0029-0.0035	0.0040-0.0068	0.0068-0.0107	0.0107-0.0107	0.0107-0.0952	0.0952-0.0958	0.0958-0.1569	0.1569-0.1569	0.1569-0.1576	0.1576-0.1578	0.1578-0.1583	0.1583-0.1590	0.1590-0.1601	0.1601-0.1847	0.1867-0.1873	0.1873-0.1879	0.1887-0.1888	0.1888-0.2075	0.2075-0.2075	0.2075-0.2084	0.2084-0.2084	0.2249-0.2258	0.2258-0.2260	0.2261-0.2344	0.2344-0.2396	0.2402-0.2403	0.2404-0.2411	0.2411-0.2411	0.2411-0.2417	0.2452-0.2452	0.2460-0.2536	0.2536-0.2536	0.2557-0.2558	0.2558-0.2787	0.2787-0.2787	0.2828-0.2843	0.2843-0.2865	0.2865-0.3037	0.3037-0.3098	0.3139-0.3886	0.3886-0.3886	0.3886-0.4299	0.4299-0.5160	0.5168-0.5168	0.5170-0.5171	0.5171-0.5184	0.5184-0.5230	0.5235-0.5236	0.5237-0.5723	0.5723-0.6684	0.6870-0.6870	0.6870-0.7956	0.7999-0.8119	0.8119-0.8162	0.8188-0.8189	0.8189-0.8399	0.8399-0.8399	1.0308-1.0513	1.0513-1.1745	1.1745-1.2069	1.2069-1.2108	1.2108-3.9407	3.9407-4.1437	4.1437-7.3400	7.3400-7.9368	7.9368-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-0.9999999999999991	-0.9999999999999991	0.0	Enterocloster_clostridioformis_YL32	Putrescine-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	Enterocloster_clostridioformis_YL32	Puryvate
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.47884223653305	-95.47884223563221	-95.47884223507134	9.777084079529217	-8.51211769307666	-8.512117693076137	-8.512117693078036	-8.512117693077817	-8.5121176930669	-8.512117693071552	-8.512117693066525	-8.512117693092048	-8.512117693087907	-8.512117693088374	-8.512117693083052	-8.512117693089795	-8.512117693090218	-8.512117693077574	-8.512117693079308	-8.512117693093188	-8.512117693081525	-8.51211769305372	-8.512117693062498	-70.75513589396392	-0.9999999999999996	-0.999999999999999	-1.0000000000000013	-1.000000000000002	-1.0000000000000004	-0.9999999999999997	-1.0000000000000007	-1.0000000000000022	-0.9999999999999996	-1.0000000000000009	-1.0000000000000013	-1.0000000000000007	-1.0000000000000007	-0.9999999999999984	-1.000000000000001	-1.0000000000000016	-0.9999999999999992	-0.9999999999999991	-0.999999999999999	-1.0000000000000007	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000029	-0.9999999999999998	-0.9999999999999997	-0.9999999999999996	-0.9999999999999986	-0.9999999999999998	-0.9999999999999988	-0.9999999999999968	-1.0000000000000013	-0.9999999999999998	-1.0000000000000004	-1.0000000000000016	-0.9999999999999996	-1.0000000000000002	-1.0000000000000016	-1.0000000000000002	-1.0000000000000007	-1.0000000000000002	-0.9999999999999993	-0.9999999999999993	-1.0	-1.0000000000000009	Clostridium_innocuum_I46	Inosine
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.4072416105788	-201.40724161060734	-201.40724161060734	-201.40724161060734	-201.40724161060734	-201.40724161060734	-201.40724161060734	-201.40724161060734	-201.40724161060734	-201.40724161060734	-201.40724161054146	-201.40724161054146	-201.40724161054146	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161050997	-201.40724161048183	-201.40724161048183	-204.40724161047675	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2560.6117058241507	-96.50044303246385	-96.50044303175815	-96.50044303101498	5.6662268410301895	-12.086187727439455	-0.9495638711337442	-1.0000000000000016	-1.0	-1.0000000000000013	-1.0000000000000002	-1.0	-1.0000000000000009	-1.0000000000000007	-0.9999999999999986	-1.000000000000001	-0.999999999999999	-0.9999999999999988	-0.9999999999999997	-0.9999999999999989	-0.9999999999999999	-1.000000000000001	-1.0000000000000016	-0.9999999999999997	-1.0000000000000009	-0.9999999999999989	-0.9999999999999994	-1.0000000000000007	-1.0000000000000004	-0.9999999999999987	-1.0000000000000013	-0.9999999999999984	-1.0000000000000002	-1.0	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0000000000000002	-0.9999999999999994	-1.000000000000001	-0.9999999999999996	-0.9999999999999993	-1.0000000000000009	-1.0000000000000009	-1.0000000000000002	-1.000000000000001	-1.0000000000000009	-0.9999999999999966	-0.9999999999999992	-0.9999999999999982	-0.9999999999999991	-0.9999999999999997	-0.999999999999999	-1.0000000000000022	-1.0000000000000004	-1.0000000000000007	-0.9999999999999996	-0.9999999999999994	-1.0000000000000002	-1.0000000000000007	-0.9999999999999992	-1.0000000000000004	-1.0000000000000007	-1.0000000000000002	-1.0000000000000016	-1.0000000000000009	-1.0000000000000009	-1.0000000000000004	-0.9999999999999988	Clostridium_innocuum_I46	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-110.21788777628375	-109.21788777630104	-109.21788777630104	-109.21788777630104	-109.21788777630104	-109.21788777630104	-109.21788777630104	-109.21788777630104	-109.21788777630104	-109.21788777630104	-105.97336500655133	-105.97336500655133	-105.97336500655133	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500652867	-105.97336500651912	-105.97336500651912	-105.97336500651912	Enterocloster_clostridioformis_YL32	Inosine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496146886	-127.45775496148951	-127.45775496148951	-127.45775496148951	-127.45775496148951	-127.45775496148951	-127.45775496148951	-127.45775496148951	-127.45775496148951	-127.45775496148951	-127.45775496144749	-127.45775496144749	-127.45775496144749	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496142808	-127.45775496141384	-127.45775496141384	-127.45775496141384	Enterocloster_clostridioformis_YL32	Phosphate-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.924111260325888	-0.9241112603265017	-0.9241112603175864	0.03439579967784662	-0.1321537679762469	-0.13215376797622208	-0.13215376797624498	-0.13215376797623588	-0.13215376797609546	-0.13215376797615033	-0.13215376797608083	-0.132153767976331	-0.132153767976328	-0.13215376797634876	-0.13215376797628653	-0.13215376797631997	-0.13215376797631376	-0.13215376797619358	-0.1321537679762196	-0.13215376797632986	-0.13215376797630005	-0.13215376797606598	-0.13215376797604617	-0.13215376797594539	-0.13215376797615314	-0.13215376797630815	-0.13215376797624448	-0.13215376797621592	-0.13215376797623493	-0.13215376797620773	-0.13215376797602935	-0.1321537679761748	-0.13215376797609998	-0.13215376797620562	-0.13215376797621178	-0.13215376797615355	-0.13215376797615355	-0.13215376797752637	-0.13215376797521267	-0.13215376797722206	-0.1321537679762671	-0.1321537679762295	-0.1321537679762728	-0.13215376797618528	-0.13215376797621387	-0.13215376797627962	-0.1321537679762696	0.6819445180750532	-0.9241112603273369	-0.9241112603274028	-0.9241112603274324	-0.9241112603273938	-0.9241112603275446	-0.9241112603179505	-0.9241112603280954	-0.9241112602976432	-0.9241112603045382	-0.9241112603115199	-0.9241112603114664	-0.9241112603332026	-0.924111260304122	-0.9241112603012079	-0.9241112603087589	-0.9241112603057534	-0.9241112603062174	-0.9241112603062435	-0.9241112603062435	-0.9241112603067554	-0.9241112603592571	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.924111260329299	-0.9241112603227104	-0.9241112603198586	0.03439579967796012	-0.13215376797630582	-0.13215376797630546	-0.13215376797632278	-0.13215376797631512	-0.13215376797620845	-0.1321537679762662	-0.13215376797619224	-0.13215376797643957	-0.13215376797640566	-0.13215376797636436	-0.1321537679763443	-0.13215376797636919	-0.1321537679763708	-0.13215376797630593	-0.1321537679763298	-0.1321537679764283	-0.13215376797635525	-0.13215376797612619	-0.13215376797620934	-0.13215376797607914	-0.13215376797629463	-0.13215376797640158	-0.13215376797633946	-0.13215376797632672	-0.13215376797636316	-0.13215376797633602	-0.13215376797619202	-0.13215376797629966	-0.1321537679762187	-0.13215376797632575	-0.13215376797632755	-0.13215376797626924	-0.13215376797626924	-0.13215376797718606	-0.13215376797543144	-0.13215376797732148	-0.13215376797640416	-0.1321537679763434	-0.13215376797639208	-0.1321537679763132	-0.132153767976336	-0.13215376797640827	-0.13215376797639927	0.6819445180757415	-0.9241112603282482	-0.9241112603283311	-0.9241112603283729	-0.9241112603283296	-0.924111260328479	-0.9241112603179076	-0.9241112603301833	-0.9241112602986726	-0.9241112603049556	-0.9241112603107761	-0.9241112603108628	-0.9241112603355297	-0.9241112603034607	-0.924111260300714	-0.924111260308417	-0.9241112603049729	-0.924111260305408	-0.9241112603054333	-0.9241112603054333	-0.9241112603065504	-0.9241112603613089	Clostridium_innocuum_I46	Mn2+-e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.88999307369386	-50.889993073702676	-50.889993073702676	-50.889993073702676	-50.889993073702676	-50.889993073702676	-50.889993073702676	-50.889993073702676	-50.889993073702676	-50.889993073702676	-50.88999307368625	-50.88999307368625	-50.88999307368625	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.889993073685496	-50.8899930736765	-50.8899930736765	-50.8899930736765	Enterocloster_clostridioformis_YL32	L-Valine-e0
