	Source	Target	SourceType	Weight	Variance	Cofactor	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	O2	bc1011	Metabolite	0.07139412884664531	0.005807576515828746	None	0.07139412884664531	1.0	0.267196797972291	0.267196797972291
1	bc1011	1,2-Diacyl-sn-glycerol dioctadecanoyl	Microbe	-0.008894379079353087	9.01366085454177e-05	O2_e0	0.008894379079353087	-1.0	0.09431001579552983	-0.09431001579552983
2	bc1011	Folate	Microbe	-0.0006010298658108372	4.1158737920792035e-07	O2_e0	0.0006010298658108372	-1.0	0.024515910462612586	-0.024515910462612586
3	bc1011	L-Leucine	Microbe	-0.026800559748873416	0.0008183850220396829	O2_e0	0.026800559748873416	-1.0	0.16370876503374343	-0.16370876503374343
4	bc1011	L-Lysine	Microbe	-0.020378598812606282	0.00047317150413306297	O2_e0	0.020378598812606282	-1.0	0.14275362977033643	-0.14275362977033643
5	bc1011	L-Valine	Microbe	-0.025147381686071883	0.0007205356779152544	O2_e0	0.025147381686071883	-1.0	0.1585792599493133	-0.1585792599493133
6	bc1011	4-Hydroxybenzoate	Microbe	-0.0002003432886023221	4.573193102251318e-08	O2_e0	0.0002003432886023221	-1.0	0.014154267504972558	-0.014154267504972558
7	bc1011	5-Aminolevulinate	Microbe	-0.0016027463088266695	2.9268435854704003e-06	O2_e0	0.0016027463088266695	-1.0	0.04003431414207904	-0.04003431414207904
8	bc1011	L-Threonine	Microbe	-0.0150693538801491	0.0002587373980851009	O2_e0	0.0150693538801491	-1.0	0.12275729664728326	-0.12275729664728326
9	bc1011	L-Glutamine	Microbe	-0.022583703878375414	0.0005811125894837979	O2_e0	0.022583703878375414	-1.0	0.1502787539154335	-0.1502787539154335
10	bc1011	D-Arabinose	Microbe	-0.005356829506511988	3.269531992949335e-05	O2_e0	0.005356829506511988	-1.0	0.07319036484751247	-0.07319036484751247
11	bc1011	Co2+	Microbe	-0.00020034328860351407	4.573193102305736e-08	O2_e0	0.00020034328860351407	-1.0	0.014154267505014665	-0.014154267505014665
12	bc1011	Ca2+	Microbe	-0.0002003432886030694	4.573193102285435e-08	O2_e0	0.0002003432886030694	-1.0	0.014154267504998957	-0.014154267504998957
13	bc1011	Putrescine	Microbe	-0.00020034328860435625	4.573193102344185e-08	O2_e0	0.00020034328860435625	-1.0	0.014154267505044416	-0.014154267505044416
14	bc1011	Riboflavin	Microbe	-0.0006010298658131953	4.115873792111499e-07	O2_e0	0.0006010298658131953	-1.0	0.02451591046266068	-0.02451591046266068
15	bc1011	Mg	Microbe	-0.00020034328860395244	4.573193102325748e-08	O2_e0	0.00020034328860395244	-1.0	0.014154267505030151	-0.014154267505030151
16	bc1011	BET	Microbe	-0.000400686577207792	1.829277240929269e-07	O2_e0	0.000400686577207792	-1.0	0.02001715707106761	-0.02001715707106761
17	bc1011	L-Asparagine	Microbe	-0.01433814050621778	0.00023423705917813813	O2_e0	0.01433814050621778	-1.0	0.11974197470485352	-0.11974197470485352
18	bc1011	Sulfate	Microbe	-0.00020034328860462744	4.573193102356565e-08	O2_e0	0.00020034328860462744	-1.0	0.014154267505053995	-0.014154267505053995
19	bc1011	AMP	Microbe	-0.0054911109922716715	3.435503438023973e-05	O2_e0	0.0054911109922716715	-1.0	0.07410203095915571	-0.07410203095915571
20	bc1011	Myristic acid	Microbe	-0.004446544826837686	2.2527619019655402e-05	O2_e0	0.004446544826837686	-1.0	0.06668241767390926	-0.06668241767390926
21	bc1011	dATP	Microbe	-0.0006546705064931236	4.883323495266372e-07	O2_e0	0.0006546705064931236	-1.0	0.025586529786063673	-0.025586529786063673
