	0.0000-0.0000	0.0000-0.0007	0.0007-0.0009	0.0009-0.0009	0.0009-0.0010	0.0010-0.0012	0.0018-0.0031	0.0031-0.0043	0.0043-0.0069	0.0069-0.0070	0.0070-0.0110	0.0110-0.0111	0.0111-0.0111	0.0111-0.0415	0.0415-0.0417	0.0417-0.0417	0.0417-0.0779	0.0933-0.1544	0.1544-0.1550	0.1550-0.1612	0.1612-0.1630	0.1984-0.1984	0.1984-0.1996	0.1996-0.1997	0.1997-0.2010	0.2010-0.2018	0.2018-0.2035	0.2039-0.2039	0.2039-0.2058	0.2068-0.2069	0.2069-0.2229	0.2229-0.2446	0.2446-0.2459	0.2460-0.2461	0.2461-0.2541	0.2541-0.2548	0.2548-0.2550	0.2550-0.2625	0.2625-7.9004	7.9004-20.0000	Source	Target
Enterococcus_faecalis_KB1##N-Acetyl-D-glucosamine-e0##Microbe	-0.9999999999999999	-1.0	-0.9999999999999987	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999988	-1.0	-1.0	-0.9999999999999982	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0
Enterococcus_faecalis_KB1##Cl--e0##Microbe	-0.7060625360082217	-0.7060625359976904	-0.7060625361606248	-0.7060625358483419	-0.7060625358483419	-0.7060625358483419	-0.7060625358483419	-0.7060625358483419	-0.7060625358483419	-0.7060625346025299	-0.7060625346025299	-0.7060625346025299	-0.706062534777645	-0.7060625344562133	-0.7060625351502491	-0.7060625360246827	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360966094	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	-0.7060625360929925	Enterococcus_faecalis_KB1	Cl--e0
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.4788422346786	-95.4788422346786	-95.4788422346786	-95.47884223653305	-95.47884223576125	-95.47884223591606	-95.47884223514134	-95.478842235143	-95.478842235143	-95.47884223511181	-95.4788422351179	-95.4788422351098	-95.4788422351098	-95.4788422351098	-95.4788422351098	-95.4788422351098	-95.47884223531743	-95.47884223481898	-95.47884223466585	-95.47884223407839	-95.47884223654404	-95.47884223625212	-95.47884223616933	-95.47884223550058	-95.47884223509196	-95.47884223543606	-96.47884223535961	-96.47884223536164	-96.47884223535493	-421.3491587238299	-0.9999999999999999	-1.0	-1.0000000000000002	-1.0000000000000002	-0.9999999999999994	-0.9999999999999986	-1.0000000000000002	-0.9999999999999999	-0.9999999999999999	Clostridium_innocuum_I46	Inosine
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2560.6117058241507	-2559.1672613797227	-2559.1672613797227	-2559.1672613797227	-96.50044303246385	-96.50044303190421	-96.5004430319587	-96.50044303129617	76.19966785295004	76.19966785295004	-0.9999999999999987	-1.0000000000000009	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-1.0	-0.9999999999999992	-0.9999999999999984	-0.9999999999999994	-1.0000000000000018	-1.000000000000002	-1.0000000000000009	-1.000000000000001	-0.9999999999999989	-0.9999999999999996	-1.0000000000000002	-1.0	-1.0000000000000009	-1.0000000000000016	-1.0000000000000027	-1.0000000000000024	-0.9999999999999998	-0.9999999999999992	-0.9999999999999993	-0.9999999999999996	-1.0000000000000013	-1.0000000000000007	-1.0000000000000007	Clostridium_innocuum_I46	L-Asparagine-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.9241112603170311	-0.9241112603170311	-0.9241112603170311	-0.924111260325888	-0.9241112603276522	-0.9241112603285697	-0.924111260320586	-0.9241112603204633	-0.9241112603204633	-0.924111260320172	-0.9241112603202456	-0.9241112603201687	-0.9241112603201687	-0.9241112603201687	-0.9241112603201687	-0.9241112603201687	-0.9241112603219568	-0.9241112603171812	-0.9241112603160417	-0.9241112603102817	-0.9241112603326728	-0.924111260329749	-0.9241112603288778	-0.9241112603234557	-0.9241112603198519	-0.9241112603228672	-0.9241112603221814	-0.9241112603222089	-0.9241112603223374	-0.9241112603215397	-0.9241112603222519	-0.9241112603182098	-0.9241112603199763	-0.9241112603199728	-0.9241112603178905	-0.9241112603140443	-0.9241112603190372	-0.9241112603188291	-0.9241112603188291	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.9241112603138921	-0.9241112603138921	-0.9241112603138921	-0.924111260329299	-0.9241112603238631	-0.9241112603256297	-0.9241112603200169	-0.9241112603201188	-0.9241112603201188	-0.924111260319794	-0.9241112603198457	-0.9241112603197698	-0.9241112603197698	-0.9241112603197698	-0.9241112603197698	-0.9241112603197698	-0.9241112603217227	-0.9241112603170999	-0.9241112603158281	-0.9241112603103493	-0.9241112603337777	-0.9241112603302595	-0.9241112603292203	-0.9241112603233015	-0.9241112603197298	-0.92411126032272	-0.9241112603221214	-0.9241112603221537	-0.9241112603220117	-0.9241112603211618	-0.924111260321845	-0.9241112603181625	-0.9241112603196537	-0.9241112603196487	-0.9241112603180665	-0.9241112603133727	-0.9241112603189574	-0.9241112603183407	-0.9241112603183407	Clostridium_innocuum_I46	Mn2+-e0
Enterococcus_faecalis_KB1##D-Glucose-e0##Microbe	-31.321767711139177	-31.321767710617987	-31.32176771889893	-31.32176770298323	-31.32176770298323	-31.32176770298323	-31.32176770298323	-31.32176770298323	-31.32176770298323	-31.321767639973817	-31.321767639973817	-31.321767639973817	-31.321767648804055	-31.32176763256512	-31.32176766769533	-31.321767711766395	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.321767714948656	-31.32176771478906	-31.32176771478906	-31.32176771478906	-31.32176771478906	-31.32176771478906	-31.32176771478906	-31.32176771478906	-31.32176771478906	-31.32176771478906	-31.32176771478906	Enterococcus_faecalis_KB1	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-38.57060811440014	-38.570608113824754	-38.57060812276925	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.57060803742324	-38.57060803742324	-38.57060803742324	-38.570608046977355	-38.57060802941983	-38.57060806737945	-38.57060811513047	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Clostridium_innocuum_I46##Co2+-e0##Microbe	-0.9241112603153536	-0.9241112603153536	-0.9241112603153536	-0.9241112603153536	-0.9241112603355989	-0.924111260332014	-0.9241112603260928	-0.9241112603202933	-0.9241112603203082	-0.9241112603203082	-0.9241112603200502	-0.9241112603200976	-0.9241112603200273	-0.9241112603200273	-0.9241112603200273	-0.9241112603200273	-0.9241112603200273	-0.9241112603218455	-0.9241112603172861	-0.9241112603156376	-0.9241112603105032	-0.9241112603336619	-0.9241112603308934	-0.9241112603300426	-0.9241112603238584	-0.9241112603199522	-0.9241112603232324	-0.9241112603225933	-0.9241112603225521	-0.9241112603223534	-0.9241112603215591	-0.9241112603224164	-0.9241112603186443	-0.9241112603200613	-0.9241112603200625	-0.9241112603177676	-0.9241112603133617	-0.9241112603191881	-0.9241112603186474	-0.9241112603186474	Clostridium_innocuum_I46	Co2+-e0
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.706062536008342	-0.7060625359978702	-0.7060625361617062	-0.7060625358475543	-0.7060625358475543	-0.7060625358475543	-0.7060625358475543	-0.7060625358475543	-0.7060625358475543	-0.7060625345983528	-0.7060625345983528	-0.7060625345983528	-0.70606253477329	-0.7060625344518352	-0.7060625351468682	-0.7060625360194371	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.706062536091526	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	-0.7060625360879078	Enterococcus_faecalis_KB1	Mg-e0
