	0.0000-0.0000	0.0000-0.0009	0.0009-0.0010	0.0010-0.0017	0.0017-0.0023	0.0023-0.0026	0.0026-0.0033	0.0043-0.0045	0.0046-0.0066	0.0088-0.0526	0.0526-0.0806	0.0806-0.0825	0.0825-0.0939	0.0939-0.0940	0.0940-0.0945	0.0945-0.1109	0.2090-0.2098	0.2098-0.2100	0.2140-0.2148	0.2148-0.2149	0.2149-0.2267	0.2354-0.2429	0.2429-0.2630	0.2630-0.2655	0.2671-0.2758	0.2758-0.3266	0.3266-0.3270	0.4243-0.4377	0.4377-0.4462	0.4462-0.4466	0.4466-0.4477	0.4530-0.4576	0.4576-0.4577	0.4577-0.4597	0.4624-0.4632	0.4648-0.5003	0.5003-0.5064	0.5355-0.6415	0.6415-3.6266	3.6266-4.7704	4.7704-5.3104	5.3104-5.3270	5.3270-5.4967	5.4967-5.8274	5.8274-6.1105	6.1639-6.1994	6.1994-6.2689	6.2689-6.3369	6.3369-6.3581	6.3581-6.3602	6.3602-6.3604	6.3604-6.3605	6.3763-6.3909	6.4163-6.4223	6.4223-6.7387	6.7387-6.9327	6.9327-6.9352	6.9352-6.9436	6.9436-6.9505	6.9505-7.5062	7.5062-9.6671	9.6671-10.8524	10.8524-12.3214	12.3214-20.0000	Source	Target
PAN##Clostridium_innocuum_I46##Metabolite##None	126.68907411693637	126.68907411693637	126.68907411931102	126.68907411978684	126.68907411868092	126.6890741104065	126.68907412174782	126.68907411194209	126.68907411386704	126.68907411766435	126.68907411766521	126.68907411766521	126.68907411766521	126.68907411766521	126.68907411766521	126.68907411766521	126.68907411930564	126.68907411322063	126.68907411750888	126.68907411745512	126.68907411786796	126.68907411773158	126.68907411796845	126.68907411780339	126.68907411757509	126.68907411669136	126.68907412109684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.68907411310099	126.68907411310099	126.68907411316317	126.68907411567878	126.68907411276925	126.68907412636092	126.68907411579853	126.68907412358652	126.68907411930644	126.68907412082622	126.68907411073116	126.6890741273448	126.68907412656012	126.68907411107371	126.68907412339351	126.68907414419272	126.68907412350129	126.6890741234111	126.68907412339013	126.68907412339013	126.68907412349097	126.68907412357575	PAN	Clostridium_innocuum_I46
Clostridium_innocuum_I46##Phosphate-e0##Microbe##PAN	-127.45775495872242	-127.45775495872242	-127.45775496109079	-127.4577549615127	-127.4577549603749	-127.45775495196784	-127.45775496354155	-127.45775494856125	-127.45775495518836	-127.45775495934677	-127.4577549593474	-127.4577549593474	-127.4577549593474	-127.4577549593474	-127.4577549593474	-127.4577549593474	-1798.8444814407553	4355.98448304228	263.7414287243753	89.09625529987557	89.09625530016245	828.0350670459978	-234.75891784879903	-84.80249896247773	-25.978912723468284	-25.97891272716757	-25.978912730928936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-127.45775495271339	-127.45775495271339	-127.4577549527752	-127.4577549570187	-127.45775495428528	-127.45775497327595	-127.45775496301961	-127.45775497053019	-127.45775496383126	-127.45775496225428	-127.45775495195925	-127.4577549688414	-127.45775496815438	-127.45775495237156	-127.45775496573108	-127.45775498656403	-127.45775496424247	-127.45775496415098	-127.45775496480306	-127.45775496480306	-127.45775496490542	-127.45775496500794	Clostridium_innocuum_I46	Phosphate-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##L-Aspartate-e0	0.05555555557294457	0.05555555557294457	-0.49999999999697536	0.055555555587107376	0.1250000000291922	-1.7499999999750335	0.6363636364436422	0.7903225806343156	0.0	-0.4999999999994665	-0.4999999999994755	-0.4999999999994755	-0.4999999999994755	-0.4999999999994755	-0.4999999999994755	-0.4999999999994755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Spermidine-e0	0.4722222222294139	0.4722222222294139	0.7500000000002356	0.4722222222233305	0.4999999999970146	4.249999999849265	-0.5227272727865474	-1.9274193547774865	1.5499999999884244	3.7500000000003633	3.750000000000431	3.750000000000431	3.750000000000431	3.750000000000431	3.750000000000431	3.750000000000431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Thiamin-e0	4.97222222214843	4.97222222214843	-1.249999999994292	4.972222222305076	5.812500000018082	-15.374999999158588	11.590909091258352	20.467741934350947	6.399999999697958	-2.500000000003788	-2.5000000000038547	-2.5000000000038547	-2.5000000000038547	-2.5000000000038547	-2.5000000000038547	-2.5000000000038547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##N-Acetyl-D-glucosamine-e0	1.499999999984102	1.499999999984102	-0.49999999999728983	1.5000000000341405	1.6250000000272666	-1.7499999999095448	2.545454545553796	3.6129032257208884	1.3999999999889927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##D-Mannose-e0	1.000000000004771	1.000000000004771	1.0000000000005396	1.0000000000052645	1.0000000000060019	0.999999999989863	1.0000000000107496	1.0000000000121751	1.0000000000048523	1.0000000000002585	1.0000000000002676	1.0000000000002676	1.0000000000002676	1.0000000000002676	1.0000000000002676	1.0000000000002676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Folate-e0	6.583333333296586	6.583333333296586	-0.24999999998921332	6.5833333334667445	7.250000000091256	-16.74999999917537	13.795454545975696	15.830645160706448	4.449999999887622	-2.24999999999793	-2.249999999998002	-2.249999999998002	-2.249999999998002	-2.249999999998002	-2.249999999998002	-2.249999999998002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##N-Acetyl-D-chondrosamine-e0	1.0555555555423586	1.0555555555423586	1.4999999999976201	1.0555555555311733	0.9999999999776182	1.0000000000390274	0.9999999999613698	1.7903225805862653	0.999999999984394	0.9999999999998913	0.9999999999999184	0.9999999999999184	0.9999999999999184	0.9999999999999184	0.9999999999999184	0.9999999999999184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Riboflavin	2.52777777768366	2.52777777768366	-3.7499999999961333	2.5277777778411434	3.000000000027617	-12.749999999399796	7.295454545741301	12.233870967038621	2.749999999821489	-3.250000000001888	-3.2500000000019806	-3.2500000000019806	-3.2500000000019806	-3.2500000000019806	-3.2500000000019806	-3.2500000000019806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
