	0.0000-0.0000	0.0000-0.0009	0.0009-0.0010	0.0010-0.0017	0.0017-0.0023	0.0023-0.0026	0.0026-0.0033	0.0043-0.0045	0.0046-0.0066	0.0088-0.0526	0.0526-0.0806	0.0806-0.0825	0.0825-0.0939	0.0939-0.0940	0.0940-0.0945	0.0945-0.1109	0.2090-0.2098	0.2098-0.2100	0.2140-0.2148	0.2148-0.2149	0.2149-0.2267	0.2354-0.2429	0.2429-0.2630	0.2630-0.2655	0.2671-0.2758	0.2758-0.3266	0.3266-0.3270	0.4243-0.4377	0.4377-0.4462	0.4462-0.4466	0.4466-0.4477	0.4530-0.4576	0.4576-0.4577	0.4577-0.4597	0.4624-0.4632	0.4648-0.5003	0.5003-0.5064	0.5355-0.6415	0.6415-3.6266	3.6266-4.7704	4.7704-5.3104	5.3104-5.3270	5.3270-5.4967	5.4967-5.8274	5.8274-6.1105	6.1639-6.1994	6.1994-6.2689	6.2689-6.3369	6.3369-6.3581	6.3581-6.3602	6.3602-6.3604	6.3604-6.3605	6.3763-6.3909	6.4163-6.4223	6.4223-6.7387	6.7387-6.9327	6.9327-6.9352	6.9352-6.9436	6.9436-6.9505	6.9505-7.5062	7.5062-9.6671	9.6671-10.8524	10.8524-12.3214	12.3214-20.0000	Source	Target
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.4788422346786	-95.47884223653305	-95.47884223684873	-95.47884223596067	3721.255947760934	-1524.8598472223136	-899.7001345909075	-95.47884223201865	-95.47884223507005	-95.47884223507168	-95.47884223507168	-95.47884223507168	-95.47884223507168	-95.47884223507168	-95.47884223507168	-1752.865568717139	4357.96339576995	292.7203414489023	118.21802516711996	118.21802516751599	855.3473131033064	-204.03000512468975	-55.09025290487357	-1.000000000000001	-0.9999999999999978	-1.0000000000000009	-1.0000000000000002	-1.0000000000000009	-1.000000000000002	-1.0000000000000004	-1.0000000000000007	-0.9999999999999997	-1.0000000000000027	-1.0000000000000002	-1.0000000000000004	-1.000000000000001	-0.9999999999999997	-0.9999999999999997	-0.9999999999999998	-0.999999999999999	-0.999999999999999	-1.0000000000000007	-1.0000000000000007	-1.0000000000000013	-0.9999999999999992	-0.9999999999999987	-0.9999999999999997	-0.9999999999999998	-0.9999999999999994	-0.9999999999999988	-1.0000000000000002	-1.0000000000000013	-1.0000000000000007	-0.9999999999999997	-1.0000000000000018	-1.0000000000000022	-1.0000000000000007	-1.0	-1.0000000000000013	-1.0000000000000007	-1.0000000000000007	-1.0000000000000009	-0.9999999999999992	Clostridium_innocuum_I46	Inosine
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2560.6117058241507	-2559.1672613797227	-96.50044303246385	-96.50044303292452	-96.5004430320103	-7729.970023005995	2762.2615669333345	-5109.6969091465935	-2410.967510308228	-28.989573168341884	-28.989573168343416	-28.989573168343416	-28.989573168343416	-28.989573168343416	-28.989573168343416	-28.989573168343416	-28.98957316879731	-28.989573167198376	-28.989573168300826	-28.989573168289585	-28.989573168383558	1260.9866807200249	201.6093624929981	52.669610273290196	1010.9778672167156	-3714.27159495804	-28.98957316910091	-0.22994157618456457	-0.17619137567839877	-0.3649106314929223	-656.5330880342575	-0.9999999999999952	-1.0000000000000007	-1.0	-0.9999999999999967	-0.9999999999999984	-1.0000000000000004	-0.9999999999999981	-0.9999999999999981	-0.9999999999999979	-0.9999999999999991	-0.9999999999999991	-0.9999999999999978	-0.9999999999999978	-1.0	-1.0000000000000004	-0.9999999999999998	-1.000000000000001	-0.9999999999999992	-0.9999999999999991	-0.9999999999999999	-1.0000000000000004	-1.0000000000000016	-1.0000000000000002	-1.0000000000000013	-1.000000000000001	-1.0000000000000013	-0.9999999999999986	-1.0000000000000002	-0.9999999999999993	-0.9999999999999994	-0.9999999999999994	-0.9999999999999993	-0.9999999999999979	Clostridium_innocuum_I46	L-Asparagine-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.4316802314947	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-1.0000000000000013	-1.0000000000000009	-1.0	-0.9999999999999993	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000013	-1.0000000000000013	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	Muribaculum_intestinale_YL27	D-Glucose-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.9241112603170311	-0.924111260325888	-0.9241112603371955	-0.9241112603288597	-0.924111260265769	-0.9241112603524219	-0.9241112602805919	-0.9241112602924237	-0.9241112603198013	-0.9241112603198063	-0.9241112603198063	-0.9241112603198063	-0.9241112603198063	-0.9241112603198063	-0.9241112603198063	-0.9241112603318028	-0.9241112602913677	-0.9241112603188257	-0.9241112603180032	-0.9241112603211507	-0.9241112603204552	-0.9241112603218349	-0.9241112603205008	-0.9241112603179198	-0.9241112603158831	-0.9241112603486491	-0.007329931990867332	-0.00561651712808724	-0.011632390087817928	-0.924111260337856	-0.924111260306807	-0.9241112603195513	0.01955032915372566	-0.13215376797571626	-0.13215376797573272	-0.13215376797809486	-0.1321537679766995	-0.1321537679766995	-0.13215376797604897	-0.007720895067924918	-0.007720895067924918	-0.9241112602776937	-0.9241112602776937	-0.9241112602781596	-0.9241112603052358	-0.9241112602832076	-0.9241112603841513	-0.9241112603070925	-0.9241112603641473	-0.924111260334748	-0.9241112603412214	-0.9241112602752632	-0.9241112603858976	-0.9241112603813041	-0.9241112602744971	-0.9241112603617898	-0.9241112605180017	-0.9241112603603654	-0.9241112603597075	-0.9241112603597845	-0.9241112603597845	-0.9241112603605216	-0.9241112603611882	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.9241112603138921	-0.924111260329299	-0.9241112603351758	-0.9241112603259174	-0.9241112602793822	-0.9241112603430386	-0.9241112602718873	-0.9241112602899554	-0.9241112603194716	-0.9241112603194762	-0.9241112603194762	-0.9241112603194762	-0.9241112603194762	-0.9241112603194762	-0.9241112603194762	-0.9241112603295268	-0.9241112602896224	-0.9241112603187651	-0.9241112603182097	-0.9241112603211413	-0.924111260320135	-0.924111260321477	-0.9241112603204579	-0.9241112603184969	-0.9241112603130579	-0.9241112603466657	-0.007329931990859044	-0.005616517128080331	-0.011632390087833157	-0.9241112603399075	-0.9241112603085211	-0.9241112603224104	0.019550329153790215	-0.1321537679756348	-0.13215376797564826	-0.13215376797998313	-0.13215376797676423	-0.13215376797676423	-0.1321537679744385	-0.007720895067929106	-0.007720895067929106	-0.9241112602935688	-0.9241112602935688	-0.9241112602940271	-0.9241112603031816	-0.924111260283851	-0.9241112603849198	-0.9241112603048365	-0.9241112603652762	-0.9241112603327412	-0.9241112603449327	-0.924111260265641	-0.9241112603949018	-0.9241112603879312	-0.9241112602667805	-0.92411126036213	-0.9241112605099295	-0.9241112603634749	-0.9241112603628173	-0.9241112603627859	-0.9241112603627859	-0.9241112603635195	-0.9241112603641333	Clostridium_innocuum_I46	Mn2+-e0
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.924111260324689	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603087664	-0.0031793687643096036	-0.005677769303257378	-0.013632110195952226	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.013632110195948715	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	-0.0143137157057461	9.766493169749424e-15	-0.924111260316399	-0.924111260316399	-0.924111260316399	-0.9241112603160282	-0.9241112603160282	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603184842	-0.9241112603164245	-0.9241112603164245	-0.9241112603164245	Muribaculum_intestinale_YL27	Mg-e0
Muribaculum_intestinale_YL27##L-Threonine##Microbe	-74.99313011412507	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011287822	-0.25801094052121726	-0.46076020323311223	-1.1062678895351596	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.1062678895355822	-1.161581284012306	-1.161581284012306	-1.161581284012306	-1.161581284012306	-1.161581284012306	-1.161581284012306	-1.161581284012306	-1.161581284012306	-1.161581284012306	-1.161581284012306	1.1124434706744069e-12	-74.9931301135206	-74.9931301135206	-74.9931301135206	-74.99313011348174	-74.99313011348174	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011368662	-74.99313011352923	-74.99313011352923	-74.99313011352923	Muribaculum_intestinale_YL27	L-Threonine
Clostridium_innocuum_I46##Co2+-e0##Microbe	-0.9241112603153536	-0.9241112603153536	-0.9241112603355989	-0.924111260336517	-0.9241112603266134	-0.9241112602478615	-0.924111260358	-0.9241112602814165	-0.9241112602943449	-0.9241112603198439	-0.924111260319847	-0.924111260319847	-0.924111260319847	-0.924111260319847	-0.924111260319847	-0.924111260319847	-0.9241112603303877	-0.924111260286434	-0.9241112603185679	-0.9241112603184496	-0.9241112603216068	-0.9241112603188124	-0.9241112603216906	-0.9241112603208377	-0.9241112603180441	-0.9241112603138794	-0.9241112603484506	-0.007329931990857699	-0.005616517128079221	-0.011632390087823175	-0.9241112603386915	-0.9241112603080418	-0.9241112603208579	0.01955032915376132	-0.13215376797567854	-0.1321537679757493	-0.13215376798233983	-0.1321537679779405	-0.1321537679779405	-0.1321537679727732	-0.007720895067936152	-0.007720895067936152	-0.9241112603066978	-0.9241112603066978	-0.9241112603068472	-0.9241112603085249	-0.9241112602858108	-0.9241112603877476	-0.9241112603111745	-0.9241112603677364	-0.9241112603295599	-0.9241112603464735	-0.9241112602660391	-0.92411126039252	-0.9241112603879911	-0.9241112602702882	-0.9241112603594456	-0.9241112605035597	-0.9241112603643633	-0.9241112603635707	-0.9241112603638679	-0.9241112603638679	-0.9241112603640647	-0.9241112603650333	Clostridium_innocuum_I46	Co2+-e0
Muribaculum_intestinale_YL27##K+-e0##Microbe	-0.9241112603229622	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603126357	-0.003179368764316097	-0.005677769303251499	-0.013632110195907167	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.013632110195932644	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	-0.014313715705727372	9.700573677662305e-15	-0.924111260315117	-0.924111260315117	-0.924111260315117	-0.9241112603149652	-0.9241112603149652	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603173165	-0.9241112603143754	-0.9241112603143754	-0.9241112603143754	Muribaculum_intestinale_YL27	K+-e0
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe	-20.482435295204667	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.4824352947827	-0.07046902011726416	-0.12584474117774055	-0.3021484825616633	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3021484825615452	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	-0.3172559066896353	6.816769371198461e-14	-20.4824352949732	-20.4824352949732	-20.4824352949732	-20.48243529497097	-20.48243529497097	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.48243529502111	-20.4824352949767	-20.4824352949767	-20.4824352949767	Muribaculum_intestinale_YL27	L-Methionine-e0
