	Source	Target	Microbe	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	PAN	Phosphate-e0	Bacteroides_caecimuris_I48	-2.185854413609209	273.6809129601525	2.185854413609209	-1.0	1.478463531376141	-1.478463531376141
1	PAN	Mn2+-e0	Bacteroides_caecimuris_I48	-0.015848173990489395	0.014386677395185787	0.015848173990489395	-1.0	0.1258895309010618	-0.1258895309010618
2	PAN	Zn2+-e0	Bacteroides_caecimuris_I48	-0.015848173990470102	0.014386677395150772	0.015848173990470102	-1.0	0.12588953090098517	-0.12588953090098517
3	PAN	Sulfate-e0	Bacteroides_caecimuris_I48	-0.015848173981122086	0.014386677378178864	0.015848173981122086	-1.0	0.12588953086385732	-0.12588953086385732
4	PAN	Co2+-e0	Bacteroides_caecimuris_I48	-0.015848173990471587	0.014386677395153468	0.015848173990471587	-1.0	0.1258895309009911	-0.1258895309009911
5	Spermidine-e0	Spermidine-e0	Bacteroides_caecimuris_I48	-0.9696054880873196	0.0008957471032756409	0.9696054880873196	-1.0	0.9846854767321999	-0.9846854767321999
6	PAN	fe3-e0	Bacteroides_caecimuris_I48	-0.015848173986880553	0.014386677388633713	0.015848173986880553	-1.0	0.12588953088672844	-0.12588953088672844
7	Spermidine-e0	H+-e0	Bacteroides_caecimuris_I48	5.488448091438878	0.04495733628894045	5.488448091438878	1.0	2.342743710148184	2.342743710148184
8	Fumarate-e0	H+-e0	Bacteroides_caecimuris_I48	0.005456217407672742	0.005395683199897814	0.005456217407672742	1.0	0.07386621289651137	0.07386621289651137
9	O2-e0	H+-e0	Bacteroides_caecimuris_I48	0.0015803694718000698	0.03268475476535092	0.0015803694718000698	1.0	0.03975386109298152	0.03975386109298152
10	Folate	H+-e0	Bacteroides_caecimuris_I48	-46.37528910815061	17993.424769156474	46.37528910815061	-1.0	6.809940462893241	-6.809940462893241
11	Riboflavin	H+-e0	Bacteroides_caecimuris_I48	-571.6704202967072	47629.132964943856	571.6704202967072	-1.0	23.909630283563718	-23.909630283563718
12	PAN	H+-e0	Bacteroides_caecimuris_I48	-16.26821331523808	55104.250034048	16.26821331523808	-1.0	4.033387325219099	-4.033387325219099
13	PAN	Uracil-e0	Bacteroides_caecimuris_I48	-0.6798499264036895	26.4745236024365	0.6798499264036895	-1.0	0.824530124618676	-0.824530124618676
14	Folate	L-Aspartate-e0	Bacteroides_caecimuris_I48	0.05095556231529905	0.18536079645931944	0.05095556231529905	1.0	0.22573338768400886	0.22573338768400886
15	Riboflavin	L-Aspartate-e0	Bacteroides_caecimuris_I48	0.03278914268561023	0.10915202751138439	0.03278914268561023	1.0	0.18107772553688162	0.18107772553688162
16	PAN	L-Aspartate-e0	Bacteroides_caecimuris_I48	-18.421646403587953	24967.6678586264	18.421646403587953	-1.0	4.292044548183063	-4.292044548183063
17	Spermidine-e0	D-Glucose-e0	Bacteroides_caecimuris_I48	0.004497082763986067	0.0037267305254855033	0.004497082763986067	1.0	0.06706029200641812	0.06706029200641812
18	Fumarate-e0	D-Glucose-e0	Bacteroides_caecimuris_I48	-0.0026982496584253245	0.0013416229892082797	0.0026982496584253245	-1.0	0.05194467882685699	-0.05194467882685699
19	O2-e0	D-Glucose-e0	Bacteroides_caecimuris_I48	-0.005396499316829001	0.005366491956790062	0.005396499316829001	-1.0	0.07346086928990836	-0.07346086928990836
20	Folate	D-Glucose-e0	Bacteroides_caecimuris_I48	0.006295915869506749	0.007304391829780469	0.006295915869506749	1.0	0.07934680755712072	0.07934680755712072
21	Riboflavin	D-Glucose-e0	Bacteroides_caecimuris_I48	0.011692415186354065	0.025192698352240177	0.011692415186354065	1.0	0.10813147176633667	0.10813147176633667
22	PAN	D-Glucose-e0	Bacteroides_caecimuris_I48	-5.667841663257023	5919.72658727236	5.667841663257023	-1.0	2.380722928704015	-2.380722928704015
23	PAN	L-Cysteine-e0	Bacteroides_caecimuris_I48	-0.22317692208268944	2.8529923799474135	0.22317692208268944	-1.0	0.4724160476557601	-0.4724160476557601
24	Folate	L-Glutamate-e0	Bacteroides_caecimuris_I48	-3.500499738330363	179.17790078124685	3.500499738330363	-1.0	1.870962249306587	-1.870962249306587
25	PAN	L-Glutamate-e0	Bacteroides_caecimuris_I48	-1.1497835413427415	75.7241172725315	1.1497835413427415	-1.0	1.0722796003574542	-1.0722796003574542
26	PAN	L-Histidine-e0	Bacteroides_caecimuris_I48	-0.19539066745318387	2.186803080765064	0.19539066745318387	-1.0	0.442030165772862	-0.442030165772862
27	Spermidine-e0	L-Arginine-e0	Bacteroides_caecimuris_I48	0.9695839780041663	0.000895897088452207	0.9695839780041663	1.0	0.9846745543600517	0.9846745543600517
28	PAN	L-Arginine-e0	Bacteroides_caecimuris_I48	-0.6272027223721701	22.532942768567256	0.6272027223721701	-1.0	0.7919613136840524	-0.7919613136840524
29	PAN	L-Lysine-e0	Bacteroides_caecimuris_I48	-0.7077484176605049	28.69193632213005	0.7077484176605049	-1.0	0.8412778480742881	-0.8412778480742881
30	Folate	Inosine-e0	Bacteroides_caecimuris_I48	-3.0364885800589265	143.90949531504162	3.0364885800589265	-1.0	1.7425523177393918	-1.7425523177393918
31	Riboflavin	Inosine-e0	Bacteroides_caecimuris_I48	-50.10419822340839	380.8264244548158	50.10419822340839	-1.0	7.078431904271481	-7.078431904271481
32	PAN	Inosine-e0	Bacteroides_caecimuris_I48	-1.0304323488761526	60.81924333216951	1.0304323488761526	-1.0	1.015102137164607	-1.015102137164607
33	Spermidine-e0	NH3-e0	Bacteroides_caecimuris_I48	-1.9368448020070752	0.011100641620532235	1.9368448020070752	-1.0	1.3917057167401	-1.3917057167401
34	Fumarate-e0	NH3-e0	Bacteroides_caecimuris_I48	-0.006454055097738786	0.006687789208835426	0.006454055097738786	-1.0	0.08033713399007203	-0.08033713399007203
35	O2-e0	NH3-e0	Bacteroides_caecimuris_I48	0.01063498810689343	0.014323029406890637	0.01063498810689343	1.0	0.10312607869444775	0.10312607869444775
36	Folate	NH3-e0	Bacteroides_caecimuris_I48	-24.559285229703494	6246.952972279321	24.559285229703494	-1.0	4.955732562366889	-4.955732562366889
37	Riboflavin	NH3-e0	Bacteroides_caecimuris_I48	-336.6725109368976	16510.822278667067	336.6725109368976	-1.0	18.348637849630627	-18.348637849630627
38	PAN	NH3-e0	Bacteroides_caecimuris_I48	18.43058677857275	20873.107491160237	18.43058677857275	1.0	4.293085927229124	4.293085927229124
39	PAN	Neu5Ac-e0	Bacteroides_caecimuris_I48	-0.11992222569925584	0.8237613369630633	0.11992222569925584	-1.0	0.3462978857851371	-0.3462978857851371
40	Spermidine-e0	Acetate-e0	Bacteroides_caecimuris_I48	1.6075353566964998	0.007223556321129148	1.6075353566964998	1.0	1.267886176553913	1.267886176553913
41	Fumarate-e0	Acetate-e0	Bacteroides_caecimuris_I48	-0.0001894001298204569	0.00017679506019294887	0.0001894001298204569	-1.0	0.013762271971606174	-0.013762271971606174
42	O2-e0	Acetate-e0	Bacteroides_caecimuris_I48	0.024360914946843903	0.03783212005183126	0.024360914946843903	1.0	0.15607983517047902	0.15607983517047902
43	Folate	Acetate-e0	Bacteroides_caecimuris_I48	-57.9480026770069	32392.484551168647	57.9480026770069	-1.0	7.612358548899736	-7.612358548899736
44	Riboflavin	Acetate-e0	Bacteroides_caecimuris_I48	-763.2223353815627	85646.76299277089	763.2223353815627	-1.0	27.62647888134792	-27.62647888134792
45	PAN	Acetate-e0	Bacteroides_caecimuris_I48	14.54676505840593	21329.545678190658	14.54676505840593	1.0	3.8140221628100077	3.8140221628100077
46	PAN	L-Asparagine-e0	Bacteroides_caecimuris_I48	-1.0755977920375748	578.6161585265104	1.0755977920375748	-1.0	1.0371103085195783	-1.0371103085195783
47	PAN	Ca2+-e0	Bacteroides_caecimuris_I48	-0.015848173990480555	0.014386677395169741	0.015848173990480555	-1.0	0.1258895309010267	-0.1258895309010267
48	PAN	Cu2+-e0	Bacteroides_caecimuris_I48	-0.015848173990488715	0.01438667739518456	0.015848173990488715	-1.0	0.12588953090105912	-0.12588953090105912
49	PAN	Fe2+-e0	Bacteroides_caecimuris_I48	-0.03299781243157274	0.06236951161146136	0.03299781243157274	-1.0	0.18165300006213148	-0.18165300006213148
50	Folate	Formate-e0	Bacteroides_caecimuris_I48	-0.6023887329673439	1.2112864478678391	0.6023887329673439	-1.0	0.7761370581072288	-0.7761370581072288
51	Riboflavin	Formate-e0	Bacteroides_caecimuris_I48	1.7665768976656635	3.1753301314716618	1.7665768976656635	1.0	1.3291263663270183	1.3291263663270183
52	PAN	Formate-e0	Bacteroides_caecimuris_I48	0.8953982684843373	800.944032988719	0.8953982684843373	1.0	0.9462548644442138	0.9462548644442138
53	Fumarate-e0	Fumarate-e0	Bacteroides_caecimuris_I48	-0.9696054880873212	0.0008957471032756412	0.9696054880873212	-1.0	0.9846854767322006	-0.9846854767322006
54	PAN	K+-e0	Bacteroides_caecimuris_I48	-0.015848173990504623	0.014386677395213442	0.015848173990504623	-1.0	0.1258895309011223	-0.1258895309011223
55	Spermidine-e0	L-Methionine-e0	Bacteroides_caecimuris_I48	0.9695940294657307	0.0008957797726779892	0.9695940294657307	1.0	0.9846796582979312	0.9846796582979312
56	PAN	L-Methionine-e0	Bacteroides_caecimuris_I48	-0.3341167211892148	6.394380357653532	0.3341167211892148	-1.0	0.5780283048339543	-0.5780283048339543
57	Fumarate-e0	Succinate-e0	Bacteroides_caecimuris_I48	0.9687373324367589	0.0017316630564810885	0.9687373324367589	1.0	0.9842445491018779	0.9842445491018779
58	Folate	Succinate-e0	Bacteroides_caecimuris_I48	1.3640423276699083	16.954355486249273	1.3640423276699083	1.0	1.167922226721415	1.167922226721415
59	Riboflavin	Succinate-e0	Bacteroides_caecimuris_I48	17.502233220010893	44.78520207009895	17.502233220010893	1.0	4.183567045000103	4.183567045000103
60	PAN	Succinate-e0	Bacteroides_caecimuris_I48	4.396342568473116	7182.901787085297	4.396342568473116	1.0	2.096745709062765	2.096745709062765
61	PAN	Cl--e0	Bacteroides_caecimuris_I48	-0.015848173990487876	0.01438667739518304	0.015848173990487876	-1.0	0.12588953090105576	-0.12588953090105576
62	Spermidine-e0	H2-e0	Bacteroides_caecimuris_I48	2.5755406605737527	0.024873591246342242	2.5755406605737527	1.0	1.6048491083506116	1.6048491083506116
63	Fumarate-e0	H2-e0	Bacteroides_caecimuris_I48	-0.9634705151294659	0.006968034747371879	0.9634705151294659	-1.0	0.9815653392054274	-0.9815653392054274
64	O2-e0	H2-e0	Bacteroides_caecimuris_I48	0.010188352620071773	0.027943609491612814	0.010188352620071773	1.0	0.10093736978974523	0.10093736978974523
65	Folate	H2-e0	Bacteroides_caecimuris_I48	65.27506560084412	44913.49498566628	65.27506560084412	1.0	8.079298583468995	8.079298583468995
66	Riboflavin	H2-e0	Bacteroides_caecimuris_I48	902.5671969964488	118919.19338908687	902.5671969964488	1.0	30.042756148470282	30.042756148470282
67	PAN	H2-e0	Bacteroides_caecimuris_I48	24.025505534031037	38848.00524108635	24.025505534031037	1.0	4.901581941988835	4.901581941988835
68	PAN	Mg-e0	Bacteroides_caecimuris_I48	-0.015848173990492737	0.014386677395191852	0.015848173990492737	-1.0	0.12588953090107508	-0.12588953090107508
69	PAN	Sucrose-e0	Bacteroides_caecimuris_I48	-0.12676706230204962	6.0885183658417725	0.12676706230204962	-1.0	0.3560436241558745	-0.3560436241558745
70	PAN	Glycerol-e0	Bacteroides_caecimuris_I48	0.06781645164117925	0.26343420793345074	0.06781645164117925	1.0	0.26041592048332846	0.26041592048332846
71	Spermidine-e0	H2O-e0	Bacteroides_caecimuris_I48	0.0002097797689356563	0.00038455089790896403	0.0002097797689356563	1.0	0.014483776059289797	0.014483776059289797
72	Fumarate-e0	H2O-e0	Bacteroides_caecimuris_I48	0.00012968203897818526	0.00014695564891942177	0.00012968203897818526	1.0	0.011387802201398884	0.011387802201398884
73	O2-e0	H2O-e0	Bacteroides_caecimuris_I48	0.0006102684187215418	0.0032543811525479714	0.0006102684187215418	1.0	0.024703611450991165	0.024703611450991165
74	Folate	H2O-e0	Bacteroides_caecimuris_I48	-0.0002021514137022331	0.0003570920569364292	0.0002021514137022331	-1.0	0.014217996121192083	-0.014217996121192083
75	Riboflavin	H2O-e0	Bacteroides_caecimuris_I48	-7.246937472341456e-05	4.5891859221770445e-05	7.246937472341456e-05	-1.0	0.008512894614842507	-0.008512894614842507
76	PAN	H2O-e0	Bacteroides_caecimuris_I48	-0.029947010583188438	7.836706401998678	0.029947010583188438	-1.0	0.17305204587981166	-0.17305204587981166
77	Spermidine-e0	CO2-e0	Bacteroides_caecimuris_I48	-1.30445895972635	0.009585600184623417	1.30445895972635	-1.0	1.142129134435485	-1.142129134435485
78	Fumarate-e0	CO2-e0	Bacteroides_caecimuris_I48	-0.0001894001298196033	0.00017679506019131525	0.0001894001298196033	-1.0	0.013762271971575162	-0.013762271971575162
79	O2-e0	CO2-e0	Bacteroides_caecimuris_I48	0.03389447245622153	0.0666798854987881	0.03389447245622153	1.0	0.18410451503486144	0.18410451503486144
80	Folate	CO2-e0	Bacteroides_caecimuris_I48	-26.28204185832935	7227.396349656812	26.28204185832935	-1.0	5.126601394523408	-5.126601394523408
81	Riboflavin	CO2-e0	Bacteroides_caecimuris_I48	-358.99396696113297	19067.370668759188	358.99396696113297	-1.0	18.947136115020996	-18.947136115020996
82	PAN	CO2-e0	Bacteroides_caecimuris_I48	39.2575452486369	88970.007987847	39.2575452486369	1.0	6.26558419053139	6.26558419053139
83	O2-e0	O2-e0	Bacteroides_caecimuris_I48	-0.019582184025021543	0.01918706695559614	0.019582184025021543	-1.0	0.13993635705213117	-0.13993635705213117
84	PAN	L-Glycine	Bacteroides_caecimuris_I48	-0.29955823342608845	145.07205447916178	0.29955823342608845	-1.0	0.5473191330714544	-0.5473191330714544
85	PAN	L-Phenylalanine	Bacteroides_caecimuris_I48	-0.382097305238951	8.362766941824061	0.382097305238951	-1.0	0.6181401986919723	-0.6181401986919723
86	PAN	L-Proline	Bacteroides_caecimuris_I48	-0.45591155738739053	11.905927883989245	0.45591155738739053	-1.0	0.6752122313668426	-0.6752122313668426
87	Spermidine-e0	L-Serine	Bacteroides_caecimuris_I48	-0.004568137053203271	0.005752422206673922	0.004568137053203271	-1.0	0.06758799488964938	-0.06758799488964938
88	Fumarate-e0	L-Serine	Bacteroides_caecimuris_I48	0.0055261813557481165	0.005771369483553834	0.0055261813557481165	1.0	0.0743382899705671	0.0743382899705671
89	O2-e0	L-Serine	Bacteroides_caecimuris_I48	-0.0012454790652980164	0.006964661501233228	0.0012454790652980164	-1.0	0.03529134547304787	-0.03529134547304787
90	Folate	L-Serine	Bacteroides_caecimuris_I48	0.03990912567036312	0.2549998203159012	0.03990912567036312	1.0	0.19977268499562978	0.19977268499562978
91	Riboflavin	L-Serine	Bacteroides_caecimuris_I48	0.016597062958192257	0.05827622875396193	0.016597062958192257	1.0	0.12882958883033144	0.12882958883033144
92	PAN	L-Serine	Bacteroides_caecimuris_I48	-5.450253846685525	8149.031161185512	5.450253846685525	-1.0	2.3345778733393163	-2.3345778733393163
93	PAN	L-Threonine	Bacteroides_caecimuris_I48	-1.5239914573274937	755.8352670857693	1.5239914573274937	-1.0	1.2345004889944329	-1.2345004889944329
94	PAN	L-Tryptophan	Bacteroides_caecimuris_I48	-0.1172344004715567	0.7872491090706729	0.1172344004715567	-1.0	0.3423950941114033	-0.3423950941114033
95	PAN	L-Tyrosine	Bacteroides_caecimuris_I48	-0.29297679073273697	4.916640780467069	0.29297679073273697	-1.0	0.5412733050250464	-0.5412733050250464
96	Folate	Folate	Bacteroides_caecimuris_I48	-0.9696054880873258	0.0008957471032756507	0.9696054880873258	-1.0	0.984685476732203	-0.984685476732203
97	Riboflavin	Riboflavin	Bacteroides_caecimuris_I48	-0.9696054880872842	0.0008957471032755747	0.9696054880872842	-1.0	0.9846854767321819	-0.9846854767321819
