	0.0000-0.0000	0.0000-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Sulfate-e0##Microbe	-0.9241112603322729	-0.9241112603315426	Enterocloster_clostridioformis_YL32	Sulfate-e0
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-0.9999999999999992	-1.0000000000000002	Enterocloster_clostridioformis_YL32	Putrescine-e0
Enterocloster_clostridioformis_YL32##Cu2+-e0##Microbe	-0.9241112603354563	-0.9241112603349431	Enterocloster_clostridioformis_YL32	Cu2+-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-1.0000000000000002	-0.9999999999999999	Enterocloster_clostridioformis_YL32	Puryvate
Enterocloster_clostridioformis_YL32##L-Arginine-e0##Microbe	-34.57235834251092	-34.572358342498234	Enterocloster_clostridioformis_YL32	L-Arginine-e0
Enterocloster_clostridioformis_YL32##Folate-e0##Microbe	-1.0000000000000009	-0.9999999999999993	Enterocloster_clostridioformis_YL32	Folate-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.40724161059393	-201.40724161052358	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##L-Tryptophan##Microbe	-6.835969218849583	-6.835969218847292	Enterocloster_clostridioformis_YL32	L-Tryptophan
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777629612	-110.21788777625677	Enterocloster_clostridioformis_YL32	Inosine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496148102	-127.45775496143507	Enterocloster_clostridioformis_YL32	Phosphate-e0
Enterocloster_clostridioformis_YL32##L-Histidine-e0##Microbe	-11.39328203142025	-11.393282031416208	Enterocloster_clostridioformis_YL32	L-Histidine-e0
Enterocloster_clostridioformis_YL32##L-Cysteine-e0##Microbe	-12.013505963708209	-12.013505963693522	Enterocloster_clostridioformis_YL32	L-Cysteine-e0
Enterocloster_clostridioformis_YL32##Spermidine-e0##Microbe	-0.9999999999999996	-1.0	Enterocloster_clostridioformis_YL32	Spermidine-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe	-737.6206364166866	-737.9206364164311	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##H+-e0##Microbe	779.8869193034675	780.4869193032176	Enterocloster_clostridioformis_YL32	H+-e0
Enterocloster_clostridioformis_YL32##L-Proline-e0##Microbe	-26.58432473997918	-26.584324739969922	Enterocloster_clostridioformis_YL32	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Isoleucine-e0##Microbe	-45.48445267530443	-45.48445267528777	Enterocloster_clostridioformis_YL32	L-Isoleucine-e0
Enterocloster_clostridioformis_YL32##L-Leucine-e0##Microbe	-64.72644010614857	-64.7264401061233	Enterocloster_clostridioformis_YL32	L-Leucine-e0
Enterocloster_clostridioformis_YL32##L-Phenylalanine##Microbe	-22.280195972553113	-22.28019597254518	Enterocloster_clostridioformis_YL32	L-Phenylalanine
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073705256	-50.88999307368882	Enterocloster_clostridioformis_YL32	L-Valine-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-95.1858367656626	-94.38583676561738	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Enterocloster_clostridioformis_YL32##Thiamin-e0##Microbe	-1.0000000000000013	-1.0000000000000022	Enterocloster_clostridioformis_YL32	Thiamin-e0
Enterocloster_clostridioformis_YL32##NH3-e0##Microbe	2498.252909119876	2498.0529091189924	Enterocloster_clostridioformis_YL32	NH3-e0
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe	-0.9241112603354117	-0.9241112603348327	Enterocloster_clostridioformis_YL32	Mg-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe	-28.98957316885082	-28.989573168840547	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe	-2528.63534308653	-2529.235343085663	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Ca2+-e0##Microbe	-0.9241112603365678	-0.9241112603361411	Enterocloster_clostridioformis_YL32	Ca2+-e0
Enterocloster_clostridioformis_YL32##L-Tyrosine-e0##Microbe	-16.08355495685011	-16.083554956843706	Enterocloster_clostridioformis_YL32	L-Tyrosine-e0
Enterocloster_clostridioformis_YL32##fe3-e0##Microbe	-0.9241112603363164	-0.9241112603359846	Enterocloster_clostridioformis_YL32	fe3-e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe	-0.9241112603363411	-0.9241112603359768	Enterocloster_clostridioformis_YL32	Mn2+-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe	1688.6375565338294	1688.4375565332343	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##O2-e0##Microbe	-0.9999999999999998	-0.5000000000048175	Enterocloster_clostridioformis_YL32	O2-e0
Enterocloster_clostridioformis_YL32##L-Methionine-e0##Microbe	-18.982435295435298	-18.982435295438275	Enterocloster_clostridioformis_YL32	L-Methionine-e0
Enterocloster_clostridioformis_YL32##K+-e0##Microbe	-0.9241112603518519	-0.9241112603520536	Enterocloster_clostridioformis_YL32	K+-e0
Enterocloster_clostridioformis_YL32##Neu5Ac-e0##Microbe	-5.992697026220687	-5.992697026223268	Enterocloster_clostridioformis_YL32	Neu5Ac-e0
Enterocloster_clostridioformis_YL32##PAN##Microbe	-1.00000000000013	-0.9999999999999695	Enterocloster_clostridioformis_YL32	PAN
Enterocloster_clostridioformis_YL32##Fe2+-e0##Microbe	-1.9241112603528143	-1.9241112603517088	Enterocloster_clostridioformis_YL32	Fe2+-e0
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe	-34.532865237132775	-34.532865237109576	Enterocloster_clostridioformis_YL32	L-Serine-e0
Enterocloster_clostridioformis_YL32##Uracil-e0##Microbe	-40.642230878263625	-40.642230878250544	Enterocloster_clostridioformis_YL32	Uracil-e0
