	0.0000-0.0020	0.0020-0.0084	0.0085-0.0252	0.0252-0.0253	0.0253-0.0411	0.0411-0.0412	0.0412-0.0491	0.0491-0.0491	0.0493-0.0493	0.0493-0.0803	0.0803-0.0973	0.0973-0.1008	0.1011-0.1151	0.1151-0.1345	0.1345-0.1345	0.1345-0.1347	0.1347-0.1388	0.1429-0.1470	0.1470-0.1791	0.1791-20.0000	Source	Target
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.9241112603171797	-0.9241112603238139	-0.9241112603251331	-0.9241112603245165	-0.9241112603252327	-0.9241112603075894	-0.9241112603241813	-0.9241112603198229	-0.9241112603218493	-0.9241112603211044	-0.9241112603304168	-0.92411126030931	-0.9241112603361645	-0.9241112603798898	-0.9241112603199301	-0.9241112603196322	-0.9241112602980683	-0.9241112602526258	-0.9241112603117084	-0.9241112603407842	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603170308	-0.9241112603242833	-0.924111260326096	-0.9241112603248469	-0.9241112603258654	-0.9241112603067672	-0.9241112603249153	-0.9241112603226408	-0.9241112603228574	-0.924111260322125	-0.9241112603319517	-0.9241112603062136	-0.924111260340305	-0.9241112603945992	-0.9241112603213694	-0.9241112603209983	-0.9241112602957443	-0.9241112602396676	-0.9241112603097965	-0.924111260341793	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295042993	-18.482435295151205	-18.482435295177055	-18.4824352951617	-18.482435295174273	-18.482435294781943	-18.482435295151962	-18.48243529506467	-18.482435295096383	-18.482435295084542	-18.48243529527257	-18.48243529487747	-18.482435295580828	-18.48243529660589	-18.482435295154573	-18.48243529514594	-18.482435294595685	-18.48243529320665	-18.48243529489993	-18.48243529548941	Flavonifractor_plautii_YL31	L-Methionine-e0
Flavonifractor_plautii_YL31##PAN##Microbe	-1.0000000000038012	-0.9999999999774225	-0.9999999999751175	-0.9999999999756823	-0.9999999999760989	-0.9999999999747715	-0.9999999999702903	-0.999999999959289	-0.9999999999713054	-0.9999999999703856	-0.9999999999646829	-0.9999999999999923	-1.0000000000231979	-1.0000000000352982	-0.9999999999692407	-0.9999999999685713	-0.9999999999091959	-0.9999999998264401	-0.9999999999774829	-1.0000000000597549	Flavonifractor_plautii_YL31	PAN
Flavonifractor_plautii_YL31##Cytosine-e0##Microbe	-19.231841023528695	-19.231841023649604	-19.231841023678555	-19.23184102366395	-19.23184102367508	-19.23184102330985	-19.231841023651217	-19.231841023564062	-19.231841023611672	-19.231841023589904	-19.231841023760655	-19.231841023383257	-19.231841023959866	-19.2318410248248	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	Cytosine-e0
Flavonifractor_plautii_YL31##Fe2+-e0##Microbe	-1.9241112602928716	-1.9241112603527704	-1.924111260353599	-1.9241112603466632	-1.9241112603501311	-1.9241112602749602	-1.924111260347937	-1.9241112603186625	-1.9241112603403596	-1.9241112603439097	-1.9241112603608987	-1.9241112603041544	-1.9241112604226525	-1.9241112605442807	-1.9241112604116302	-1.9241112604011994	-1.9241112603843782	-1.9241112598729302	-1.9241112603108632	-1.924111260345089	Flavonifractor_plautii_YL31	Fe2+-e0
Flavonifractor_plautii_YL31##K+-e0##Microbe	-0.9241112603167019	-0.9241112603242511	-0.9241112603253425	-0.9241112603251939	-0.9241112603253477	-0.9241112603102903	-0.924111260324876	-0.9241112603211911	-0.9241112603224484	-0.9241112603223579	-0.9241112603323051	-0.9241112603056515	-0.9241112603344501	-0.9241112603850231	-0.9241112603203859	-0.924111260320119	-0.9241112602998588	-0.9241112602443969	-0.9241112603082883	-0.9241112603417871	Flavonifractor_plautii_YL31	K+-e0
Flavonifractor_plautii_YL31##L-Serine-e0##Microbe	-35.53286523642163	-35.53286523667941	-35.53286523673239	-35.53286523670742	-35.53286523673329	-35.53286523607862	-35.53286523669873	-35.53286523652266	-35.532865236608664	-35.532865236579354	-2016.9130907482343	8639.164610117467	9846.512854440967	-35.53286523878612	4232.138647487011	4232.138647485616	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Serine-e0
Flavonifractor_plautii_YL31##L-Glutamine-e0##Microbe	-40.64070266831821	-40.64070266853721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11446.900357153505	0.0	0.0	Flavonifractor_plautii_YL31	L-Glutamine-e0
Flavonifractor_plautii_YL31##Co2+-e0##Microbe	-0.9241112603191931	-0.9241112603199192	-0.9241112603204173	-0.9241112603208365	-0.9241112603211793	-0.9241112603013286	-0.9241112603197256	-0.9241112603157767	-0.9241112603168725	-0.9241112603151924	-0.9241112603231227	-0.9241112603130749	-0.9241112603477303	-0.9241112603954441	-0.9241112603223982	-0.924111260322322	-0.9241112602907612	-0.924111260232235	-0.9241112603134777	-0.924111260329858	Flavonifractor_plautii_YL31	Co2+-e0
